Txn Ref,Posted On,Cust No,Txn Amount (USD),Entry Mode,Payee Name,MCC Group,Payee Age (d),Txn Country,Billing Country,New Device?,Trans Count 24H,Avg Txn 30D,Days Since Open,Particulars,Confirmed Fraud
TX-100375,2026-08-27 03:06:02,AC-4060,131.39,wire_transfer,Mistral Group,electronics,188,BD,BD,N,1,95.03,369,regular vendor payment,0
TX-100376,2026-08-24 01:16:47,AC-4808,43.27,wire_transfer,Vireo Group,fuel,13,US,US,Y,3,34.49,127,grocery basket,0
TX-100377,2026-09-08 03:38:59,AC-4741,39.48,card_present,Tindal Digital,grocery,1,IN,BD,N,1,27.77,7,grocery basket,0
TX-100378,2026-09-01 17:53:28,AC-4374,1.94,wallet,Vireo Digital,telecom_topup,1064,GB,GB,N,10,5.13,77,fuel top up,0
TX-100379,2026-09-06 04:54:33,AC-4601,21.73,atm,Corvid Trading,utilities,491,US,US,N,3,15.55,8,regular vendor payment,0
TX-100380,2026-09-09 05:29:52,AC-4814,15.94,card_present,Verdant Group,pharmacy,27,GB,GB,N,7,12.07,506,monthly utility bill,0
TX-100381,2026-09-15 11:29:20,AC-4269,47.57,card_present,Kestrel Mart,telecom_topup,32,BD,BD,N,10,32.85,11,grocery basket,0
TX-100382,2026-08-23 23:06:57,AC-4887,37.84,wallet,Meridian Retail,electronics,728,BD,BD,N,12,8.58,95,payroll credit,0
TX-100383,2026-09-02 07:30:32,AC-4543,6.6,wallet,Kestrel Digital,grocery,1,BD,BD,N,5,7.09,556,recurring subscription renewal,0
TX-100384,2026-08-31 12:52:56,AC-4652,19.22,wallet,Larkspur Exchange,restaurant,3,US,US,N,1,21.73,552,fuel top up,0
TX-100385,2026-08-21 08:40:16,AC-4794,58.75,card_present,Hollow Digital,crypto_exchange,13,GB,BD,N,6,57.06,102,grocery basket,0
TX-100386,2026-09-11 02:27:57,AC-4691,31.76,wire_transfer,Larkspur Mart,travel,1557,US,US,N,3,20.38,553,recurring subscription renewal,0
TX-100387,2026-08-23 20:41:30,AC-4493,10.51,atm,Larkspur Mart,grocery,15,BD,US,N,1,9.89,1011,regular vendor payment,0
TX-100388,2026-08-28 18:47:25,AC-4373,19.21,wallet,Tindal Group,apparel,771,US,US,N,5,26.8,313,payroll credit,0
TX-100389,2026-08-19 20:58:05,AC-4707,66.89,wire_transfer,Larkspur Supply,money_transfer,67,BD,BD,N,15,60.01,29,regular vendor payment,0
TX-100390,2026-08-29 21:07:26,AC-4404,151.84,wire_transfer,Orbit Labs,fuel,7,BD,BD,Y,11,163.5,135,monthly utility bill,0
TX-100391,2026-09-02 11:21:05,AC-4044,21.09,atm,Quarry Labs,apparel,14,SG,US,N,3,18.29,459,monthly utility bill,0
TX-100392,2026-09-05 06:35:58,AC-4450,95.87,wallet,Nexa Exchange,crypto_exchange,46,BD,BD,N,1,5,586,in store purchase,0
TX-100393,2026-09-08 06:10:40,AC-4241,10.93,card_present,Larkspur Exchange,utilities,173,BD,BD,Y,1,9.95,12,account credential update then purchase,1
TX-100394,2026-09-10 13:18:41,AC-4872,16.5,wire_transfer,Corvid Group,telecom_topup,316,MY,US,N,1,15.88,1103,fuel top up,0
TX-100395,2026-08-24 05:01:50,AC-4059,21.95,wallet,Meridian Exchange,grocery,1054,GB,GB,N,2,19.59,15,regular vendor payment,0
TX-100396,2026-09-03 05:43:44,AC-4594,223.18,wire_transfer,Halcyon Mart,fuel,11,BD,BD,N,13,35.07,35,in store purchase,0
TX-100397,2026-09-16 20:07:32,AC-4025,39.05,wallet,Tindal Labs,telecom_topup,73,GB,GB,N,1,30.18,8,grocery basket,0
TX-100398,2026-08-21 01:15:38,AC-4763,25.41,atm,Vireo Supply,utilities,2,DE,BD,N,1,30.05,101,regular vendor payment,0
TX-100399,2026-08-30 20:04:24,AC-4356,11.48,card_not_present,Mistral Digital,fuel,63,MY,US,Y,5,10.74,7,recurring subscription renewal,0
TX-100400,2026-08-24 20:51:03,AC-4370,8.13,card_present,Quarry Labs,money_transfer,4,GB,GB,N,13,7.65,79,fuel top up,0
TX-100401,2026-09-15 15:44:18,AC-4765,18.95,wire_transfer,Meridian Trading,telecom_topup,26,US,US,N,13,21.77,57,in store purchase,0
TX-100402,2026-08-28 00:32:44,AC-4393,94.81,card_not_present,Meridian Supply,travel,131,BD,BD,Y,13,77.85,29,monthly utility bill,0
TX-100403,2026-09-08 10:10:41,AC-4463,112.99,wallet,Mistral Digital,crypto_exchange,17,BD,BD,N,4,85.9,222,in store purchase,0
TX-100404,2026-09-14 07:41:10,AC-4605,31.09,card_not_present,Quarry Group,telecom_topup,79,SG,US,N,1,37.3,677,in store purchase,0
TX-100405,2026-08-21 16:03:30,AC-4699,186.95,card_present,Verdant Exchange,crypto_exchange,66,US,GB,Y,14,165.48,71,regular vendor payment,0
TX-100406,2026-08-21 09:43:33,AC-4873,5.67,wire_transfer,Tindal Supply,money_transfer,1,US,GB,Y,7,5,38,payroll credit,0
TX-100407,2026-08-28 09:37:56,AC-4100,84.25,wallet,Mistral Exchange,electronics,22,GB,GB,N,10,89.16,8,in store purchase,0
TX-100408,2026-09-10 06:29:20,AC-4203,10.96,wire_transfer,Halcyon Exchange,gift_cards,10,US,US,N,4,17.58,1232,monthly utility bill,1
TX-100409,2026-09-12 09:03:31,AC-4149,0.88,card_not_present,Kestrel Mart,grocery,37,GB,GB,N,7,35.45,5,fuel top up,0
TX-100410,2026-08-20 14:27:59,AC-4704,3.06,card_present,Halcyon Supply,gift_cards,566,US,BD,N,14,12.47,113,fuel top up,0
TX-100411,2026-09-07 06:18:58,AC-4091,781.78,wallet,Nexa Digital,restaurant,140,SG,US,N,6,128.05,195,fuel top up,0
TX-100412,2026-08-20 16:53:35,AC-4274,14.73,card_present,Aster Exchange,grocery,21,US,US,Y,3,14.93,203,monthly utility bill,0
TX-100413,2026-08-31 22:03:35,AC-4845,6.04,atm,Nexa Supply,telecom_topup,2,GB,BD,N,7,5.97,1220,monthly utility bill,0
TX-100414,2026-09-02 08:22:01,AC-4470,482,atm,Hollow Trading,electronics,1041,BD,US,N,1,50.18,6,regular vendor payment,0
TX-100415,2026-09-07 17:26:11,AC-4323,0.61,wallet,Nexa Labs,electronics,34,GB,GB,N,9,13.88,632,in store purchase,1
TX-100416,2026-09-07 03:34:42,AC-4101,16.97,card_present,Nexa Retail,travel,171,BD,BD,N,5,10.21,44,monthly utility bill,0
TX-100417,2026-08-31 10:42:12,AC-4689,10.48,wallet,Tindal Digital,restaurant,9,US,US,N,3,9.24,6,recurring subscription renewal,0
TX-100418,2026-08-22 11:50:29,AC-4457,224.05,card_not_present,Kestrel Retail,money_transfer,2,GB,GB,N,10,12.44,30,in store purchase,0
TX-100419,2026-09-13 03:37:28,AC-4493,10.08,atm,Aster Supply,electronics,195,US,US,Y,1,14.64,8,recurring subscription renewal,0
TX-100420,2026-08-31 17:47:51,AC-4804,37.43,atm,Aster Supply,crypto_exchange,118,DE,BD,Y,9,60.83,27,monthly utility bill,0
TX-100421,2026-09-15 21:56:36,AC-4783,32.48,wallet,Verdant Supply,travel,34,US,US,N,10,24.46,118,grocery basket,0
TX-100422,2026-09-04 04:55:28,AC-4505,40.13,card_present,Mistral Group,apparel,45,BD,BD,Y,1,47.26,57,monthly utility bill,0
TX-100423,2026-08-22 21:41:42,AC-4192,12.15,wire_transfer,Tindal Trading,apparel,119,GB,US,N,1,22.97,106,regular vendor payment,0
TX-100424,2026-09-13 22:25:35,AC-4241,9.16,wire_transfer,Mistral Mart,utilities,229,BD,BD,N,12,12.49,280,monthly utility bill,0
TX-100425,2026-08-20 12:16:28,AC-4547,17.23,wire_transfer,Meridian Exchange,electronics,2,GB,GB,N,1,21.78,1191,in store purchase,0
TX-100426,2026-08-29 10:53:44,AC-4371,262.27,card_not_present,Hollow Supply,apparel,1012,US,US,N,9,55.58,909,recurring subscription renewal,0
TX-100427,2026-08-29 14:22:24,AC-4725,12.66,atm,Pallas Exchange,fuel,18,GB,GB,N,13,14.02,46,in store purchase,0
TX-100428,2026-09-08 04:57:34,AC-4585,1.5,card_present,Larkspur Retail,apparel,11,US,US,N,4,5,8,fuel top up,0
TX-100429,2026-08-19 19:07:49,AC-4501,37.67,atm,Hollow Digital,grocery,1,GB,GB,N,13,43.34,1124,fuel top up,0
TX-100430,2026-09-05 16:12:27,AC-4674,22.92,wire_transfer,Hollow Trading,gift_cards,2,US,US,N,10,36.28,167,payroll credit,0
TX-100431,2026-08-23 09:30:27,AC-4240,55.79,card_not_present,Orbit Supply,gift_cards,2,US,US,N,6,42.59,104,regular vendor payment,0
TX-100432,2026-09-08 11:27:07,AC-4695,38.11,card_not_present,Kestrel Supply,restaurant,55,BD,BD,N,12,40.49,60,in store purchase,0
TX-100433,2026-09-14 19:51:00,AC-4591,18.3,wallet,Hollow Labs,apparel,3,BD,GB,N,5,31.93,50,monthly utility bill,1
TX-100434,2026-09-03 06:38:15,AC-4607,23.15,card_not_present,Orbit Labs,money_transfer,22,US,US,Y,8,24.35,437,payroll credit,0
TX-100435,2026-08-21 22:53:44,AC-4137,4034.11,wallet,Verdant Trading,utilities,2,BD,BD,N,8,162.49,53,in store purchase,1
TX-100436,2026-09-09 11:32:47,AC-4382,24.41,card_present,Tindal Digital,apparel,191,GB,GB,N,4,19.29,626,recurring subscription renewal,0
TX-100437,2026-08-28 21:02:31,AC-4311,1.01,wallet,Verdant Group,apparel,260,AE,US,N,3,27.01,39,payroll credit,0
TX-100438,2026-08-28 10:39:24,AC-4151,3.91,wallet,Larkspur Exchange,crypto_exchange,1,DE,US,Y,11,24.32,10,regular vendor payment,0
TX-100439,2026-09-01 02:32:21,AC-4471,18.89,card_present,Aster Mart,travel,1131,GB,GB,N,5,36.17,813,recurring subscription renewal,1
TX-100440,2026-09-01 02:29:42,AC-4429,13.87,wire_transfer,Corvid Trading,electronics,97,US,US,N,7,13.95,157,recurring subscription renewal,0
TX-100441,2026-09-12 23:56:42,AC-4013,20.31,card_not_present,Quarry Supply,utilities,92,DE,GB,Y,4,18.75,601,grocery basket,0
TX-100442,2026-09-13 23:41:43,AC-4344,136.5,card_not_present,Quarry Retail,money_transfer,1335,DE,GB,N,6,10.16,98,monthly utility bill,0
TX-100443,2026-09-04 12:58:58,AC-4070,12.54,wire_transfer,Vireo Labs,utilities,3,RU,BD,N,1,11.83,54,grocery basket,0
TX-100444,2026-08-28 22:28:27,AC-4614,5.44,card_present,Mistral Retail,pharmacy,7,US,US,Y,14,8.47,27,fuel top up,0
TX-100445,2026-09-12 13:57:01,AC-4760,34.02,card_not_present,Hollow Labs,grocery,2,US,US,N,6,30.24,1318,monthly utility bill,0
TX-100446,2026-09-09 07:05:26,AC-4096,330.57,card_not_present,Quarry Exchange,utilities,16,BD,BD,Y,1,17.71,36,regular vendor payment,0
TX-100447,2026-09-03 16:42:20,AC-4128,77.12,wallet,Larkspur Exchange,utilities,1,BD,BD,Y,1,59.68,301,recurring subscription renewal,0
TX-100448,2026-09-11 17:11:51,AC-4229,10.5,atm,Nexa Labs,restaurant,2,US,US,Y,15,7.6,35,grocery basket,0
TX-100449,2026-08-28 12:36:08,AC-4282,17.45,wallet,Vireo Supply,restaurant,5,GB,GB,N,7,27.51,357,payroll credit,0
TX-100450,2026-09-12 06:18:30,AC-4700,8.98,card_not_present,Halcyon Group,utilities,46,US,US,N,7,9.84,517,monthly utility bill,0
TX-100451,2026-08-30 04:05:08,AC-4012,13.64,wallet,Tindal Retail,gift_cards,198,BD,BD,N,9,9.23,822,fuel top up,0
TX-100452,2026-08-20 23:53:46,AC-4595,29.01,wallet,Tindal Digital,gift_cards,148,NG,US,N,2,26.51,45,regular vendor payment,0
TX-100453,2026-09-12 23:49:39,AC-4324,43.1,card_present,Hollow Trading,telecom_topup,18,DE,GB,N,2,30.43,69,gift card bulk order,1
TX-100454,2026-09-08 13:14:12,AC-4333,38.55,atm,Corvid Digital,apparel,124,DE,US,N,3,21.57,357,payroll credit,0
TX-100455,2026-09-16 21:34:24,AC-4003,1.5,atm,Vireo Retail,travel,125,BD,BD,N,8,5,8,recurring subscription renewal,0
TX-100456,2026-09-09 17:03:26,AC-4425,14.69,card_present,Aster Mart,fuel,4,US,US,N,9,30.58,44,grocery basket,0
TX-100457,2026-08-26 13:30:02,AC-4859,0.46,card_not_present,Tindal Exchange,gift_cards,64,MY,GB,N,5,61.96,30,urgent transfer request,1
TX-100458,2026-08-22 23:55:24,AC-4638,633.91,card_not_present,Orbit Group,travel,47,GB,GB,N,11,55.39,561,payroll credit,0
TX-100459,2026-08-28 10:58:44,AC-4182,45.73,wallet,Meridian Exchange,money_transfer,5,US,US,N,3,56.53,61,recurring subscription renewal,0
TX-100460,2026-08-18 08:17:59,AC-4405,10.16,atm,Quarry Labs,grocery,17,GB,GB,N,1,19.03,348,grocery basket,0
TX-100461,2026-08-19 17:33:07,AC-4219,2.55,wire_transfer,Pallas Labs,crypto_exchange,2,GB,US,N,14,31.27,13,payroll credit,0
TX-100462,2026-08-28 15:32:41,AC-4444,22.12,card_present,Kestrel Group,crypto_exchange,140,MY,US,N,4,16.01,9,grocery basket,0
TX-100463,2026-08-26 20:29:09,AC-4596,1.21,wallet,Aster Mart,gift_cards,1,GB,GB,N,15,27.79,1022,in store purchase,0
TX-100464,2026-09-09 21:59:40,AC-4897,876.67,wallet,Vireo Supply,money_transfer,364,GB,GB,N,3,65.39,1186,regular vendor payment,0
TX-100465,2026-08-19 18:29:46,AC-4420,21.08,card_not_present,Pallas Retail,money_transfer,14,US,US,N,2,25.74,46,in store purchase,0
TX-100466,2026-08-27 08:13:41,AC-4194,10.32,wallet,Meridian Group,telecom_topup,18,BD,BD,N,6,8.29,358,fuel top up,0
TX-100467,2026-08-21 11:18:23,AC-4845,40.8,card_present,Pallas Supply,crypto_exchange,1595,US,US,N,1,35.56,246,fuel top up,0
TX-100468,2026-08-27 10:44:07,AC-4253,17.92,card_present,Verdant Labs,gift_cards,735,US,US,N,11,13.2,24,grocery basket,0
TX-100469,2026-08-24 06:32:38,AC-4348,19.77,card_not_present,Hollow Supply,utilities,155,GB,GB,Y,8,42.7,239,monthly utility bill,0
TX-100470,2026-09-03 19:53:19,AC-4253,19.14,wire_transfer,Meridian Exchange,travel,2,GB,GB,N,11,21.46,105,monthly utility bill,0
TX-100471,2026-09-03 02:32:40,AC-4689,7.21,wire_transfer,Meridian Group,money_transfer,83,RU,GB,Y,4,7.03,20,in store purchase,0
TX-100472,2026-08-22 08:11:28,AC-4146,5.22,wire_transfer,Hollow Retail,travel,20,BD,BD,N,1,5,49,fuel top up,0
TX-100473,2026-08-22 23:29:55,AC-4139,36.86,card_present,Corvid Retail,restaurant,8,IN,US,Y,8,21.13,727,in store purchase,0
TX-100474,2026-08-22 18:23:16,AC-4578,92.65,atm,Pallas Digital,money_transfer,99,US,US,N,1,16.7,1058,grocery basket,0
TX-100475,2026-08-19 21:10:26,AC-4655,68.43,card_present,Verdant Exchange,pharmacy,3,GB,GB,N,4,47.69,39,in store purchase,0
TX-100476,2026-09-02 01:10:00,AC-4331,7.5,wire_transfer,Meridian Exchange,travel,4,BD,BD,Y,7,5,7,grocery basket,0
TX-100477,2026-09-14 13:19:27,AC-4175,76.53,wallet,Nexa Digital,money_transfer,54,GB,GB,N,4,107.16,195,monthly utility bill,0
TX-100478,2026-08-25 14:04:04,AC-4171,1.12,card_not_present,Aster Mart,crypto_exchange,358,US,US,N,1,9.86,104,fuel top up,0
TX-100479,2026-08-19 17:18:48,AC-4176,1.07,card_not_present,Kestrel Trading,money_transfer,102,US,US,N,1,8.21,30,payroll credit,0
TX-100480,2026-08-18 09:24:39,AC-4186,4.44,wallet,Tindal Mart,electronics,251,NG,US,N,8,7.32,382,monthly utility bill,0
TX-100481,2026-09-08 15:22:19,AC-4753,18.34,card_present,Hollow Supply,grocery,2,US,US,N,8,25.27,6,grocery basket,0
TX-100482,2026-09-12 05:32:46,AC-4696,7.52,atm,Meridian Labs,gift_cards,13,US,US,N,12,12.12,1182,recurring subscription renewal,0
TX-100483,2026-09-16 22:06:08,AC-4105,27.94,card_present,Corvid Trading,money_transfer,12,BD,BD,N,1,19.23,77,monthly utility bill,0
TX-100484,2026-09-13 17:26:15,AC-4812,12.46,card_not_present,Halcyon Group,telecom_topup,646,US,US,N,1,13.27,867,regular vendor payment,0
TX-100485,2026-09-14 12:27:51,AC-4324,6.46,card_present,Pallas Trading,fuel,2,GB,GB,Y,1,9.78,1194,payroll credit,0
TX-100486,2026-08-20 21:51:27,AC-4031,48.71,card_not_present,Orbit Trading,gift_cards,19,IN,GB,N,15,36.45,1009,grocery basket,0
TX-100487,2026-08-26 18:47:45,AC-4589,18.63,card_not_present,Quarry Mart,fuel,4,GB,GB,N,14,25.27,179,regular vendor payment,0
TX-100488,2026-08-31 12:20:03,AC-4759,28.27,wallet,Tindal Group,money_transfer,2,GB,BD,N,6,41,74,in store purchase,0
TX-100489,2026-09-05 17:07:25,AC-4885,15.43,card_not_present,Larkspur Trading,apparel,64,GB,GB,Y,3,16.1,32,payroll credit,0
TX-100490,2026-08-20 22:27:21,AC-4223,20.83,card_present,Aster Trading,apparel,1046,BD,BD,N,15,13.92,640,payroll credit,0
TX-100491,2026-08-21 02:29:55,AC-4237,5.2,card_not_present,Orbit Exchange,money_transfer,294,BD,BD,N,6,7.95,464,regular vendor payment,0
TX-100492,2026-08-31 21:51:40,AC-4558,54.26,card_not_present,Kestrel Digital,telecom_topup,2,BD,BD,N,9,56.7,28,payroll credit,0
TX-100493,2026-09-13 18:23:51,AC-4681,21.01,wire_transfer,Tindal Digital,restaurant,157,GB,GB,N,2,16.8,32,payroll credit,0
TX-100494,2026-09-13 04:29:25,AC-4324,49.13,wallet,Hollow Labs,utilities,3,AE,GB,N,10,31.58,42,recurring subscription renewal,0
TX-100495,2026-08-31 09:48:28,AC-4867,8.47,wallet,Kestrel Supply,money_transfer,26,BD,BD,N,1,9.31,1217,payroll credit,0
TX-100496,2026-09-04 19:18:01,AC-4846,10.56,wire_transfer,Aster Supply,money_transfer,88,DE,GB,N,10,10.11,72,monthly utility bill,1
TX-100497,2026-09-12 19:28:09,AC-4790,2.19,wallet,Pallas Mart,pharmacy,5,BD,BD,N,2,114.05,711,recurring subscription renewal,0
TX-100498,2026-08-23 10:12:14,AC-4811,2.3,card_not_present,Tindal Digital,pharmacy,68,GB,GB,Y,1,33.19,23,in store purchase,0
TX-100499,2026-08-20 05:27:11,AC-4166,28.12,wire_transfer,Nexa Mart,utilities,3,AE,GB,N,6,25.38,113,in store purchase,0
TX-100500,2026-08-29 22:44:24,AC-4492,5.38,card_present,Meridian Group,fuel,4,US,US,N,8,9.24,5,regular vendor payment,0
TX-100501,2026-09-08 20:32:04,AC-4650,15.55,card_present,Tindal Supply,restaurant,1254,MY,BD,N,4,15.35,14,in store purchase,0
TX-100502,2026-08-28 16:27:20,AC-4315,3.03,atm,Vireo Supply,travel,48,GB,GB,N,12,28.94,36,payroll credit,0
TX-100503,2026-09-15 14:13:27,AC-4462,20.84,wire_transfer,Mistral Supply,restaurant,34,BD,BD,N,2,18.45,17,fuel top up,0
TX-100504,2026-09-05 19:41:54,AC-4867,42.35,card_present,Halcyon Labs,telecom_topup,19,BD,BD,N,8,42.3,45,payroll credit,0
TX-100505,2026-09-02 21:00:17,AC-4138,30.03,wire_transfer,Verdant Mart,money_transfer,188,GB,GB,N,11,43.07,125,grocery basket,0
TX-100506,2026-08-29 19:26:56,AC-4004,41.76,card_not_present,Hollow Labs,electronics,1,BD,BD,N,11,28.39,1063,gift card bulk order,1
TX-100507,2026-08-24 02:22:52,AC-4177,48.96,atm,Pallas Digital,money_transfer,3,BD,BD,N,2,42.46,78,payroll credit,0
TX-100508,2026-09-14 16:33:31,AC-4690,14.79,wallet,Mistral Retail,travel,322,BD,BD,N,11,15.46,23,payroll credit,0
TX-100509,2026-09-05 02:02:24,AC-4175,32.22,wallet,Vireo Supply,travel,3,AE,GB,N,4,32.56,283,monthly utility bill,0
TX-100510,2026-09-01 16:29:20,AC-4631,8.5,card_present,Hollow Supply,apparel,406,US,US,N,1,9.6,831,regular vendor payment,0
TX-100511,2026-08-21 16:03:34,AC-4258,22.78,card_present,Orbit Group,fuel,3,US,US,N,8,25.92,15,in store purchase,0
TX-100512,2026-09-01 11:50:02,AC-4063,10.02,atm,Pallas Group,utilities,13,US,US,N,9,17.87,708,recurring subscription renewal,0
TX-100513,2026-08-25 08:17:12,AC-4310,23.36,atm,Quarry Supply,money_transfer,84,US,US,N,1,20.18,239,payroll credit,0
TX-100514,2026-08-26 18:10:27,AC-4327,63.55,wallet,Mistral Supply,telecom_topup,43,BD,BD,N,5,50.52,12,grocery basket,0
TX-100515,2026-08-24 04:11:27,AC-4252,13.35,atm,Larkspur Retail,pharmacy,678,IN,US,N,2,13.73,209,recurring subscription renewal,0
TX-100516,2026-09-05 16:20:25,AC-4515,133.85,wire_transfer,Corvid Trading,electronics,56,IN,BD,Y,2,83.32,62,account credential update then purchase,1
TX-100517,2026-09-05 20:03:42,AC-4076,6.82,card_present,Orbit Digital,telecom_topup,1,GB,GB,N,3,6.74,200,payroll credit,0
TX-100518,2026-09-10 07:28:48,AC-4215,3.53,wire_transfer,Kestrel Digital,gift_cards,190,BD,BD,N,1,63.58,89,grocery basket,0
TX-100519,2026-09-15 22:59:55,AC-4031,14.49,card_present,Tindal Digital,fuel,91,GB,GB,N,10,20.42,637,grocery basket,0
TX-100520,2026-09-07 07:45:06,AC-4693,0.59,card_present,Vireo Group,restaurant,511,US,US,Y,14,11.14,16,recurring subscription renewal,0
TX-100521,2026-09-01 20:51:59,AC-4321,25.64,card_not_present,Hollow Supply,apparel,1442,SG,US,N,5,36.02,49,monthly utility bill,0
TX-100522,2026-08-25 02:39:11,AC-4801,7.25,card_not_present,Tindal Trading,pharmacy,340,GB,GB,Y,6,6.52,36,recurring subscription renewal,0
TX-100523,2026-09-05 23:10:23,AC-4853,14.56,wire_transfer,Orbit Labs,pharmacy,589,US,US,N,11,9.02,25,grocery basket,0
TX-100524,2026-08-24 12:12:47,AC-4398,108.03,card_not_present,Vireo Mart,crypto_exchange,401,GB,GB,N,5,77.88,147,regular vendor payment,0
TX-100525,2026-09-01 13:04:56,AC-4405,8.99,atm,Pallas Digital,gift_cards,1,BD,BD,N,7,13.28,7,in store purchase,0
TX-100526,2026-09-09 21:35:49,AC-4122,16.03,atm,Vireo Exchange,utilities,38,US,US,N,12,22.94,136,fuel top up,0
TX-100527,2026-09-13 20:00:03,AC-4557,29.2,card_not_present,Orbit Labs,fuel,48,BD,BD,N,10,23.23,19,monthly utility bill,0
TX-100528,2026-08-17 17:33:26,AC-4004,20.02,atm,Halcyon Retail,crypto_exchange,239,GB,GB,N,4,31.61,24,payroll credit,0
TX-100529,2026-09-04 17:51:35,AC-4859,43.11,card_present,Verdant Retail,grocery,1,US,US,N,5,51.49,9,payroll credit,0
TX-100530,2026-08-28 11:38:05,AC-4652,170.93,wallet,Larkspur Retail,electronics,20,GB,GB,N,1,21.83,900,monthly utility bill,0
TX-100531,2026-09-03 18:56:23,AC-4481,26.65,card_not_present,Orbit Digital,travel,4,BD,BD,Y,1,26.59,58,in store purchase,0
TX-100532,2026-09-01 22:38:05,AC-4125,98.23,wallet,Orbit Trading,money_transfer,5,GB,GB,N,7,108.74,6,monthly utility bill,0
TX-100533,2026-09-01 22:05:46,AC-4323,30.53,atm,Kestrel Digital,telecom_topup,14,GB,GB,Y,13,33.64,8,in store purchase,0
TX-100534,2026-08-27 17:08:31,AC-4408,23.35,card_not_present,Larkspur Labs,electronics,120,NG,BD,N,1,34.71,72,monthly utility bill,0
TX-100535,2026-08-18 23:21:31,AC-4780,76.01,card_present,Meridian Digital,electronics,81,BD,GB,N,6,61.27,40,recurring subscription renewal,0
TX-100536,2026-09-04 01:38:13,AC-4649,222.33,atm,Verdant Mart,apparel,1146,GB,GB,Y,9,32.28,27,grocery basket,0
TX-100537,2026-08-19 19:56:58,AC-4364,101.01,card_present,Corvid Mart,electronics,206,MY,US,N,2,67.89,384,payroll credit,0
TX-100538,2026-09-05 11:17:22,AC-4257,48.83,atm,Orbit Trading,utilities,1,AE,BD,N,1,47.43,863,in store purchase,0
TX-100539,2026-09-09 10:48:03,AC-4816,17.74,wallet,Meridian Mart,utilities,15,BD,BD,N,2,13.36,158,recurring subscription renewal,0
TX-100540,2026-08-19 11:55:40,AC-4835,17.52,wallet,Vireo Mart,travel,74,US,US,N,11,22.46,9,regular vendor payment,0
TX-100541,2026-08-23 08:03:15,AC-4318,19.81,wire_transfer,Verdant Trading,money_transfer,95,GB,GB,Y,6,29.64,166,monthly utility bill,0
TX-100542,2026-09-12 05:13:41,AC-4717,45.19,atm,Corvid Trading,money_transfer,118,GB,GB,N,3,59.41,262,grocery basket,0
TX-100543,2026-09-02 14:26:36,AC-4532,14.22,wire_transfer,Larkspur Supply,money_transfer,11,GB,GB,Y,4,16.47,753,recurring subscription renewal,0
TX-100544,2026-09-13 16:55:25,AC-4761,6.15,card_present,Hollow Retail,telecom_topup,29,GB,GB,Y,1,5,5,grocery basket,0
TX-100545,2026-09-01 08:00:55,AC-4411,4.11,atm,Tindal Mart,restaurant,1,BD,BD,Y,10,5,502,in store purchase,0
TX-100546,2026-08-19 18:57:13,AC-4528,3.82,wire_transfer,Vireo Trading,travel,2,GB,GB,Y,10,5.53,1300,fuel top up,0
TX-100547,2026-09-14 07:49:28,AC-4348,136.6,wire_transfer,Meridian Group,gift_cards,353,NG,BD,N,5,31.81,64,fuel top up,0
TX-100548,2026-09-01 19:51:35,AC-4148,27.29,card_present,Larkspur Retail,grocery,1137,DE,US,Y,6,17.78,29,grocery basket,0
TX-100549,2026-09-09 16:44:08,AC-4382,3.93,atm,Aster Exchange,money_transfer,300,BD,BD,Y,14,42.78,6,fuel top up,0
TX-100550,2026-09-05 10:53:36,AC-4259,47.88,wallet,Orbit Digital,apparel,511,BD,BD,N,11,36.24,270,regular vendor payment,0
TX-100551,2026-08-18 18:55:58,AC-4075,6.51,card_not_present,Aster Trading,travel,6,RU,US,N,14,8.67,801,fuel top up,0
TX-100552,2026-08-19 15:19:59,AC-4586,1.79,wire_transfer,Kestrel Supply,grocery,4,BD,BD,N,3,16.64,171,payroll credit,0
TX-100553,2026-08-31 22:52:23,AC-4488,55.24,atm,Quarry Trading,restaurant,78,BD,BD,N,11,11.9,418,grocery basket,0
TX-100554,2026-08-18 23:20:52,AC-4248,146,card_present,Tindal Labs,telecom_topup,158,NG,BD,N,3,97.94,8,grocery basket,0
TX-100555,2026-08-23 18:36:26,AC-4607,77.44,card_present,Quarry Trading,pharmacy,4,BD,BD,Y,1,49.79,151,payroll credit,0
TX-100556,2026-08-18 19:22:51,AC-4894,43.48,card_present,Vireo Labs,travel,113,US,US,N,3,40.91,547,recurring subscription renewal,0
TX-100557,2026-08-26 01:33:08,AC-4643,3.69,wire_transfer,Vireo Digital,telecom_topup,15,US,US,N,1,60.92,50,payroll credit,0
TX-100558,2026-09-05 20:08:41,AC-4356,51.37,card_present,Verdant Digital,telecom_topup,14,AE,GB,Y,14,54.08,273,monthly utility bill,0
TX-100559,2026-09-08 14:43:26,AC-4649,11.15,card_not_present,Verdant Retail,fuel,51,GB,GB,Y,2,16.45,685,regular vendor payment,0
TX-100560,2026-09-02 15:31:39,AC-4753,17.68,card_present,Halcyon Mart,restaurant,65,GB,GB,Y,4,14.34,19,fuel top up,0
TX-100561,2026-09-13 22:08:03,AC-4052,26.65,wallet,Hollow Mart,gift_cards,14,BD,BD,Y,4,34.73,90,monthly utility bill,0
TX-100562,2026-08-26 12:50:48,AC-4289,7.48,wire_transfer,Pallas Trading,crypto_exchange,7,US,US,N,2,7.96,150,regular vendor payment,0
